Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
8@WOODLEIGH,"2,140,000","1,076.4","1,988",Apr-26,WOODLEIGH CLOSE,Resale,Strata,100,"21,400",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,575,000",764.24,"2,061",Apr-26,MOUNT VERNON ROAD,Resale,Strata,71,"22,183",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE VENUE RESIDENCES,"1,525,000",839.59,"1,816",Apr-26,TAI THONG CRESCENT,Resale,Strata,78,"19,551",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
PARC ASTON,"2,000,000","1,162.51","1,720",Apr-26,LEICESTER ROAD,Resale,Strata,108,"18,519",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
THE TRE VER,"1,555,000",742.72,"2,094",Apr-26,POTONG PASIR AVENUE 1,Resale,Strata,69,"22,536",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
THE WOODLEIGH RESIDENCES,"1,330,000",592.02,"2,247",Apr-26,BIDADARI PARK DRIVE,Sub Sale,Strata,55,"24,182",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
PARK COLONIAL,"3,580,000","1,410.08","2,539",Mar-26,WOODLEIGH LANE,Resale,Strata,131,"27,328",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,600,000",667.37,"2,397",Mar-26,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"25,806",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,680,000",699.66,"2,401",Mar-26,BIDADARI PARK DRIVE,Sub Sale,Strata,65,"25,846",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"2,680,000",958,"2,798",Mar-26,BIDADARI PARK DRIVE,Sub Sale,Strata,89,"30,112",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE VENUE RESIDENCES,"890,000",495.14,"1,797",Mar-26,TAI THONG CRESCENT,Resale,Strata,46,"19,348",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
8@WOODLEIGH,"1,518,888",861.12,"1,764",Mar-26,WOODLEIGH CLOSE,Resale,Strata,80,"18,986",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
PARK COLONIAL,"2,450,000",979.52,"2,501",Mar-26,WOODLEIGH LANE,Resale,Strata,91,"26,923",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
PARK COLONIAL,"1,635,000",678.13,"2,411",Mar-26,WOODLEIGH LANE,Resale,Strata,63,"25,952",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
PLATINUM EDGE,"1,350,000",828.83,"1,629",Mar-26,LEICESTER ROAD,Resale,Strata,77,"17,532",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
NIN RESIDENCE,"900,000",527.44,"1,706",Mar-26,PHENG GECK AVENUE,Resale,Strata,49,"18,367",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,16 to 20
THE POIZ RESIDENCES,"820,000",419.8,"1,953",Mar-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,026",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
PARK COLONIAL,"2,758,000","1,065.64","2,588",Mar-26,WOODLEIGH LANE,Resale,Strata,99,"27,859",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE TRE VER,"1,460,000",699.66,"2,087",Mar-26,POTONG PASIR AVENUE 1,Resale,Strata,65,"22,462",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
8@WOODLEIGH,"2,200,000","1,097.93","2,004",Mar-26,WOODLEIGH CLOSE,Resale,Strata,102,"21,569",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,11 to 15
PARK COLONIAL,"2,400,000",979.52,"2,450",Mar-26,WOODLEIGH LANE,Resale,Strata,91,"26,374",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
8@WOODLEIGH,"2,175,000","1,097.93","1,981",Mar-26,WOODLEIGH CLOSE,Resale,Strata,102,"21,324",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
BARTLEY RIDGE,"883,888",495.14,"1,785",Mar-26,MOUNT VERNON ROAD,Resale,Strata,46,"19,215",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
BARTLEY RIDGE,"2,016,000","1,033.34","1,951",Mar-26,MOUNT VERNON ROAD,Resale,Strata,96,"21,000",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
THE VENUE RESIDENCES,"2,300,000","1,130.22","2,035",Mar-26,TAI THONG CRESCENT,Resale,Strata,105,"21,905",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
THE VENUE RESIDENCES,"1,668,000",850.36,"1,962",Mar-26,TAI THONG CRESCENT,Resale,Strata,79,"21,114",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
8@WOODLEIGH,"1,600,000",839.59,"1,906",Mar-26,WOODLEIGH CLOSE,Resale,Strata,78,"20,513",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"2,800,000",958,"2,923",Mar-26,BIDADARI PARK DRIVE,Sub Sale,Strata,89,"31,461",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE TRE VER,"1,400,000",699.66,"2,001",Mar-26,POTONG PASIR AVENUE 1,Resale,Strata,65,"21,538",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
AVON PARK,"2,485,500","1,280.92","1,940",Mar-26,YOUNGBERG TERRACE,Resale,Strata,119,"20,887",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,480,000",731.95,"2,022",Mar-26,MOUNT VERNON ROAD,Resale,Strata,68,"21,765",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
SKY GREEN,"2,130,000","1,151.75","1,849",Mar-26,MACPHERSON ROAD,Resale,Strata,107,"19,907",-,Condominium,1,Freehold,13,Rest of Central Region,11 to 15
PARK COLONIAL,"3,500,000","1,367.03","2,560",Mar-26,WOODLEIGH LANE,Resale,Strata,127,"27,559",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
BARTLEY RIDGE,"1,455,000",721.19,"2,018",Mar-26,MOUNT VERNON ROAD,Resale,Strata,67,"21,716",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE POIZ RESIDENCES,"810,000",419.8,"1,930",Mar-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"20,769",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
PARK COLONIAL,"2,328,000",936.47,"2,486",Mar-26,WOODLEIGH LANE,Resale,Strata,87,"26,759",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
RIDGE COURT,"2,065,000","1,173.28","1,760",Mar-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,109,"18,945",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
PARK COLONIAL,"1,268,000",570.49,"2,223",Feb-26,WOODLEIGH LANE,Resale,Strata,53,"23,925",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
SKY GREEN,"800,000",473.62,"1,689",Feb-26,MACPHERSON ROAD,Resale,Strata,44,"18,182",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
THE POIZ RESIDENCES,"820,000",419.8,"1,953",Feb-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,026",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,520,000",742.72,"2,047",Feb-26,MOUNT VERNON ROAD,Resale,Strata,69,"22,029",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,675,000",699.66,"2,394",Feb-26,BIDADARI PARK DRIVE,Sub Sale,Strata,65,"25,769",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"2,150,000",968.76,"2,219",Feb-26,MOUNT VERNON ROAD,Resale,Strata,90,"23,889",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
NIN RESIDENCE,"1,621,800",925.7,"1,752",Feb-26,PHENG GECK AVENUE,Resale,Strata,86,"18,858",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,06 to 10
PARK COLONIAL,"1,450,000",635.08,"2,283",Feb-26,WOODLEIGH LANE,Resale,Strata,59,"24,576",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE POIZ RESIDENCES,"818,000",419.8,"1,949",Feb-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"20,974",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
BARTLEY RIDGE,"1,770,000",850.36,"2,081",Feb-26,MOUNT VERNON ROAD,Resale,Strata,79,"22,405",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE TRE VER,"1,318,888",742.72,"1,776",Feb-26,POTONG PASIR AVENUE 1,Resale,Strata,69,"19,114",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
THE POIZ RESIDENCES,"823,000",419.8,"1,960",Feb-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,103",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,460,000",721.19,"2,024",Feb-26,MOUNT VERNON ROAD,Resale,Strata,67,"21,791",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
THE POIZ RESIDENCES,"825,000",419.8,"1,965",Feb-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,154",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,588,000",667.37,"2,379",Feb-26,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"25,613",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"2,860,000","1,119.46","2,555",Feb-26,BIDADARI PARK DRIVE,Sub Sale,Strata,104,"27,500",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
THE POIZ RESIDENCES,"925,000",592.02,"1,562",Feb-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,55,"16,818",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
PARK COLONIAL,"1,460,000",635.08,"2,299",Feb-26,WOODLEIGH LANE,Resale,Strata,59,"24,746",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
SANT RITZ,"950,000",527.44,"1,801",Jan-26,PHENG GECK AVENUE,Resale,Strata,49,"19,388",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE POIZ RESIDENCES,"1,250,000",581.26,"2,151",Jan-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,54,"23,148",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,475,000",731.95,"2,015",Jan-26,MOUNT VERNON ROAD,Resale,Strata,68,"21,691",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE VENUE RESIDENCES,"1,638,000",839.59,"1,951",Jan-26,TAI THONG CRESCENT,Resale,Strata,78,"21,000",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
PARK COLONIAL,"1,420,000",635.08,"2,236",Jan-26,WOODLEIGH LANE,Resale,Strata,59,"24,068",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
PARK COLONIAL,"1,580,000",678.13,"2,330",Jan-26,WOODLEIGH LANE,Resale,Strata,63,"25,079",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
8@WOODLEIGH,"2,500,000","1,334.74","1,873",Jan-26,WOODLEIGH CLOSE,Resale,Strata,124,"20,161",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
PLATINUM EDGE,"1,980,000","1,087.16","1,821",Jan-26,LEICESTER ROAD,Resale,Strata,101,"19,604",-,Apartment,1,Freehold,13,Rest of Central Region,16 to 20
BARTLEY RIDGE,"2,088,888","1,033.34","2,021",Jan-26,MOUNT VERNON ROAD,Resale,Strata,96,"21,759",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
NIN RESIDENCE,"2,488,000","1,280.92","1,942",Jan-26,PHENG GECK AVENUE,Resale,Strata,119,"20,908",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,398,000",592.02,"2,361",Jan-26,BIDADARI PARK DRIVE,Sub Sale,Strata,55,"25,418",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE TRE VER,"1,420,000",688.9,"2,061",Jan-26,POTONG PASIR AVENUE 1,Resale,Strata,64,"22,188",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
THE TRE VER,"1,508,000",753.48,"2,001",Jan-26,POTONG PASIR AVENUE 1,Resale,Strata,70,"21,543",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
THE ADDITION,"2,018,000",947.23,"2,130",Jan-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,88,"22,932",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
PARK COLONIAL,"1,180,000",505.91,"2,332",Jan-26,WOODLEIGH LANE,Resale,Strata,47,"25,106",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
NIN RESIDENCE,"1,528,000",990.29,"1,543",Jan-26,PHENG GECK AVENUE,Resale,Strata,92,"16,609",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
SANT RITZ,"1,200,000",688.9,"1,742",Jan-26,PHENG GECK AVENUE,Resale,Strata,64,"18,750",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
MYRA,"3,185,000","1,313.21","2,425",Jan-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,122,"26,107",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
E MAISON,"1,530,000",936.47,"1,634",Jan-26,BRADDELL ROAD,Resale,Strata,87,"17,586",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,515,000",667.37,"2,270",Jan-26,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"24,435",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE VENUE RESIDENCES,"2,250,000","1,130.22","1,991",Jan-26,TAI THONG CRESCENT,Resale,Strata,105,"21,429",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"2,500,000",958,"2,610",Jan-26,BIDADARI PARK DRIVE,Sub Sale,Strata,89,"28,090",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
THE ADDITION,"1,150,000",592.02,"1,943",Dec-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,55,"20,909",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
THE VENUE RESIDENCES,"3,300,000","1,948.28","1,694",Dec-25,TAI THONG CRESCENT,Resale,Strata,181,"18,232",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
THE TRE VER,"1,510,000",742.72,"2,033",Dec-25,POTONG PASIR AVENUE 1,Resale,Strata,69,"21,884",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
THE POIZ RESIDENCES,"2,670,000","1,184.04","2,255",Dec-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,110,"24,273",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"1,630,000",645.84,"2,524",Dec-25,BIDADARI PARK DRIVE,Sub Sale,Strata,60,"27,167",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
E MAISON,"1,520,000",936.47,"1,623",Dec-25,BRADDELL ROAD,Resale,Strata,87,"17,471",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
THE VENUE RESIDENCES,"1,700,000",839.59,"2,025",Dec-25,TAI THONG CRESCENT,Resale,Strata,78,"21,795",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
THE POIZ RESIDENCES,"2,000,000",839.59,"2,382",Dec-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,78,"25,641",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
PARK COLONIAL,"1,310,000",570.49,"2,296",Dec-25,WOODLEIGH LANE,Resale,Strata,53,"24,717",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
D' ALMIRA,"1,850,000","1,173.28","1,577",Dec-25,SOMMERVILLE ROAD,Resale,Strata,109,"16,972",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
PARK COLONIAL,"1,050,000",462.85,"2,269",Dec-25,WOODLEIGH LANE,Resale,Strata,43,"24,419",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
PLATINUM EDGE,"1,458,888",796.54,"1,832",Dec-25,LEICESTER ROAD,Resale,Strata,74,"19,715",-,Apartment,1,Freehold,13,Rest of Central Region,06 to 10
