Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
L'VIV,"2,330,000","1,001.05","2,328",May-26,NEWTON ROAD,Resale,Strata,93,"25,054",-,Apartment,1,Freehold,11,Core Central Region,26 to 30
ORCHID APARTMENTS,"2,450,000","1,356.26","1,806",May-26,ENG NEO AVENUE,Resale,Strata,126,"19,444",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SOLEIL @ SINARAN,"8,000,000","4,714.63","1,697",May-26,SINARAN DRIVE,Resale,Strata,438,"18,265",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,31 to 35
PARK INFINIA AT WEE NAM,"1,234,000",559.73,"2,205",May-26,LINCOLN ROAD,Resale,Strata,52,"23,731",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
ADAM PLACE,"1,750,000",914.94,"1,913",May-26,ADAM ROAD,Resale,Strata,85,"20,588",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
RESIDENCES @ EVELYN,"2,800,000","1,108.69","2,525",May-26,EVELYN ROAD,Resale,Strata,103,"27,184",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
THE SPRINGS,"1,810,000","1,076.4","1,682",May-26,MOULMEIN RISE,Resale,Strata,100,"18,100",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
APLETON VIEW,"2,420,000","1,227.1","1,972",May-26,SINARAN DRIVE,Resale,Strata,114,"21,228",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
10 EVELYN,"1,325,000",527.44,"2,512",May-26,EVELYN ROAD,Resale,Strata,49,"27,041",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SOLEIL @ SINARAN,"2,580,000","1,097.93","2,350",May-26,SINARAN DRIVE,Resale,Strata,102,"25,294",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,06 to 10
MONTEBLEU,"1,600,000",807.3,"1,982",May-26,MINBU ROAD,Resale,Strata,75,"21,333",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
ROCHELLE AT NEWTON,"2,018,000","1,011.82","1,994",May-26,KENG LEE ROAD,Resale,Strata,94,"21,468",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,06 to 10
VILLA DES FLORES,"3,550,000","2,034.4","1,745",May-26,WHITLEY ROAD,Resale,Strata,189,"18,783",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
1 MOULMEIN RISE,"2,768,000","1,237.86","2,236",May-26,MOULMEIN RISE,Resale,Strata,115,"24,070",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
THE GLYNDEBOURNE,"5,900,000","2,669.47","2,210",May-26,TREVOSE CRESCENT,Resale,Strata,248,"23,790",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
TRILIGHT,"2,930,000","1,162.51","2,520",May-26,NEWTON ROAD,Resale,Strata,108,"27,130",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
10 EVELYN,"1,230,000",495.14,"2,484",May-26,EVELYN ROAD,Resale,Strata,46,"26,739",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
32 GILSTEAD,"14,488,320","4,219.49","3,434",May-26,GILSTEAD ROAD,New Sale,Strata,392,"36,960",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
EVELYN MANSIONS,"1,860,000",904.18,"2,057",May-26,EVELYN ROAD,Resale,Strata,84,"22,143",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
WATTEN HILL,"4,700,000","2,669.47","1,761",May-26,WATTEN VIEW,Resale,Strata,248,"18,952",-,Condominium,1,Freehold,11,Core Central Region,-
6 DERBYSHIRE,"1,888,888",828.83,"2,279",May-26,DERBYSHIRE ROAD,Resale,Strata,77,"24,531",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
THE ARMADALE,"1,300,000",678.13,"1,917",Apr-26,GILSTEAD ROAD,Resale,Strata,63,"20,635",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
NINETEEN SHELFORD ROAD,"1,980,000",947.23,"2,090",Apr-26,SHELFORD ROAD,Resale,Strata,88,"22,500",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE GLYNDEBOURNE,"3,700,000","1,474.67","2,509",Apr-26,TREVOSE CRESCENT,Resale,Strata,137,"27,007",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THOMSON 800,"2,900,000","1,420.85","2,041",Apr-26,THOMSON ROAD,Resale,Strata,132,"21,970",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
TRILIGHT,"5,000,000","2,098.98","2,382",Apr-26,NEWTON ROAD,Resale,Strata,195,"25,641",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
8 BASSEIN,"808,000",430.56,"1,877",Apr-26,BASSEIN ROAD,Resale,Strata,40,"20,200",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
PARK INFINIA AT WEE NAM,"2,480,000",968.76,"2,560",Apr-26,LINCOLN ROAD,Resale,Strata,90,"27,556",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
26 NEWTON,"1,050,000",484.38,"2,168",Apr-26,NEWTON ROAD,Resale,Strata,45,"23,333",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
10 SHELFORD,"951,888",462.85,"2,057",Apr-26,SHELFORD ROAD,Resale,Strata,43,"22,137",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
10 EVELYN,"3,200,000","1,431.61","2,235",Apr-26,EVELYN ROAD,Resale,Strata,133,"24,060",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
STRATA,"2,220,000","1,065.64","2,083",Apr-26,ESSEX ROAD,Resale,Strata,99,"22,424",-,Apartment,1,Freehold,11,Core Central Region,31 to 35
10 EVELYN,"1,366,000",785.77,"1,738",Apr-26,EVELYN ROAD,Resale,Strata,73,"18,712",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
TREVOSE PARK,"2,588,000","1,248.62","2,073",Apr-26,TREVOSE CRESCENT,Resale,Strata,116,"22,310",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
DUNEARN 386,"2,950,000","1,162.51","2,538",Apr-26,DUNEARN ROAD,Resale,Strata,108,"27,315",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
26 NEWTON,"1,930,000","1,119.46","1,724",Apr-26,NEWTON ROAD,Resale,Strata,104,"18,558",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
FYVE DERBYSHIRE,"1,950,000",796.54,"2,448",Apr-26,DERBYSHIRE ROAD,Resale,Strata,74,"26,351",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
AMARYLLIS VILLE,"2,034,000",958,"2,123",Apr-26,NEWTON ROAD,Resale,Strata,89,"22,854",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,11 to 15
ROCHELLE AT NEWTON,"2,820,000","1,506.96","1,871",Apr-26,KENG LEE ROAD,Resale,Strata,140,"20,143",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,16 to 20
21 SHELFORD,"2,200,000","1,044.11","2,107",Apr-26,SHELFORD ROAD,Resale,Strata,97,"22,680",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
LION TOWERS,"3,530,000","1,862.17","1,896",Apr-26,ESSEX ROAD,Resale,Strata,173,"20,405",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
10 EVELYN,"1,309,000",764.24,"1,713",Apr-26,EVELYN ROAD,Resale,Strata,71,"18,437",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
8 BASSEIN,"2,750,000","2,249.68","1,222",Apr-26,BASSEIN ROAD,Resale,Strata,209,"13,158",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
368 THOMSON,"1,270,000",688.9,"1,844",Apr-26,THOMSON ROAD,Resale,Strata,64,"19,844",-,Condominium,1,Freehold,11,Core Central Region,31 to 35
TAN TONG MENG TOWER,"4,200,000","3,239.96","1,296",Apr-26,THOMSON ROAD,Resale,Strata,301,"13,953",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
10 EVELYN,"2,100,000",807.3,"2,601",Apr-26,EVELYN ROAD,Resale,Strata,75,"28,000",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
NOVENA SUITES,"2,210,000",947.23,"2,333",Apr-26,MOULMEIN ROAD,Resale,Strata,88,"25,114",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE PARK VALE,"3,500,000","1,926.76","1,817",Apr-26,PARK VALE,Resale,Strata,179,"19,553",-,Condominium,1,999 yrs lease commencing from 1874,11,Core Central Region,01 to 05
LA MAISON,"2,400,000","1,259.39","1,906",Apr-26,MOULMEIN RISE,Resale,Strata,117,"20,513",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THOMSON 800,"2,863,888","1,399.32","2,047",Apr-26,THOMSON ROAD,Resale,Strata,130,"22,030",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SUFFOLK PREMIER,"1,740,000","1,001.05","1,738",Apr-26,SUFFOLK ROAD,Resale,Strata,93,"18,710",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE GLYNDEBOURNE,"2,600,000","1,054.87","2,465",Apr-26,TREVOSE CRESCENT,Resale,Strata,98,"26,531",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THOMSON 800,"3,300,000","1,625.36","2,030",Apr-26,THOMSON ROAD,Resale,Strata,151,"21,854",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
NEWTON ONE,"4,800,000","1,915.99","2,505",Apr-26,NEWTON ROAD,Resale,Strata,178,"26,966",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
WATTEN HILL,"4,700,000","2,669.47","1,761",Apr-26,WATTEN VIEW,Resale,Strata,248,"18,952",-,Condominium,1,Freehold,11,Core Central Region,-
ZEDGE,"1,750,000",914.94,"1,913",Apr-26,AKYAB ROAD,Resale,Strata,85,"20,588",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
M21,"3,538,888","1,754.53","2,017",Apr-26,MANDALAY ROAD,Resale,Strata,163,"21,711",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
10 EVELYN,"1,366,000",785.77,"1,738",Apr-26,EVELYN ROAD,Resale,Strata,73,"18,712",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
STRATA,"1,072,000",505.91,"2,119",Mar-26,ESSEX ROAD,Resale,Strata,47,"22,809",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
RESIDENCES @ EVELYN,"5,600,000","2,249.68","2,489",Mar-26,EVELYN ROAD,Resale,Strata,209,"26,794",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
PAVILION 11,"2,160,000",958,"2,255",Mar-26,AKYAB ROAD,Resale,Strata,89,"24,270",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
THE GLYNDEBOURNE,"2,358,888","1,044.11","2,259",Mar-26,TREVOSE CRESCENT,Resale,Strata,97,"24,318",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
DERBYSHIRE HEIGHTS,"2,800,000","1,506.96","1,858",Mar-26,DERBYSHIRE ROAD,Resale,Strata,140,"20,000",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
NEWTON SUITES,"3,080,000","1,237.86","2,488",Mar-26,NEWTON ROAD,Resale,Strata,115,"26,783",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
NEWTON ONE,"12,000,000","5,844.85","2,053",Mar-26,NEWTON ROAD,Resale,Strata,543,"22,099",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
NINETEEN SHELFORD ROAD,"3,050,000","1,560.78","1,954",Mar-26,SHELFORD ROAD,Resale,Strata,145,"21,034",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
D'EVELYN,"2,540,000","1,377.79","1,844",Mar-26,EVELYN ROAD,Resale,Strata,128,"19,844",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
NEWTON 21,"3,600,000","1,593.07","2,260",Mar-26,NEWTON ROAD,Resale,Strata,148,"24,324",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
PULLMAN RESIDENCES NEWTON,"1,288,888",462.85,"2,785",Mar-26,DUNEARN ROAD,Sub Sale,Strata,43,"29,974",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
NEWTON 21,"2,800,000","1,184.04","2,365",Mar-26,NEWTON ROAD,Resale,Strata,110,"25,455",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
MONTEBLEU,"2,400,000","1,227.1","1,956",Mar-26,MINBU ROAD,Resale,Strata,114,"21,053",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
TREVOSE PARK,"4,180,000","1,948.28","2,145",Mar-26,TREVOSE CRESCENT,Resale,Strata,181,"23,094",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
PARK INFINIA AT WEE NAM,"3,420,000","1,442.38","2,371",Mar-26,LINCOLN ROAD,Resale,Strata,134,"25,522",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
32 GILSTEAD,"14,455,000","4,208.72","3,435",Mar-26,GILSTEAD ROAD,New Sale,Strata,391,"36,969",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
ROCHELLE AT NEWTON,"1,985,000","1,011.82","1,962",Mar-26,KENG LEE ROAD,Resale,Strata,94,"21,117",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,11 to 15
THE LINC,"2,800,000","1,280.92","2,186",Mar-26,LINCOLN ROAD,Resale,Strata,119,"23,529",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
AMARYLLIS VILLE,"1,980,000",958,"2,067",Mar-26,NEWTON ROAD,Resale,Strata,89,"22,247",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,21 to 25
SKY@ELEVEN,"6,550,000","2,712.53","2,415",Mar-26,THOMSON LANE,Resale,Strata,252,"25,992",-,Condominium,1,Freehold,11,Core Central Region,41 to 45
MINBU VILLA,"3,280,000","2,518.78","1,302",Mar-26,MINBU ROAD,Resale,Strata,234,"14,017",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE PARK VALE,"2,720,000","1,410.08","1,929",Mar-26,PARK VALE,Resale,Strata,131,"20,763",-,Condominium,1,999 yrs lease commencing from 1874,11,Core Central Region,01 to 05
WATTEN HOUSE,"4,799,000","1,539.25","3,118",Mar-26,SHELFORD ROAD,New Sale,Strata,143,"33,559",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
RESIDENTIAL APARTMENTS,"2,300,000","1,367.03","1,682",Mar-26,MOULMEIN ROAD,Resale,Strata,127,"18,110",-,Apartment,1,999 yrs lease commencing from 1966,11,Core Central Region,01 to 05
8 BASSEIN,"850,000",452.09,"1,880",Mar-26,BASSEIN ROAD,Resale,Strata,42,"20,238",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE ANSLEY,"1,278,000",731.95,"1,746",Mar-26,MANDALAY ROAD,Resale,Strata,68,"18,794",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
WATTEN HOUSE,"4,990,000","1,539.25","3,242",Mar-26,SHELFORD ROAD,New Sale,Strata,143,"34,895",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
6 DERBYSHIRE,"980,000",527.44,"1,858",Mar-26,DERBYSHIRE ROAD,Resale,Strata,49,"20,000",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
HILLCREST ARCADIA,"2,150,000","1,711.48","1,256",Mar-26,ARCADIA ROAD,Resale,Strata,159,"13,522",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
HILLCREST ARCADIA,"1,370,000",914.94,"1,497",Mar-26,ARCADIA ROAD,Resale,Strata,85,"16,118",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
TREVOSE PARK,"5,250,000","2,561.83","2,049",Mar-26,TREVOSE CRESCENT,Resale,Strata,238,"22,059",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
WATTEN HOUSE,"5,090,000","1,539.25","3,307",Mar-26,SHELFORD ROAD,New Sale,Strata,143,"35,594",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
NEWTON 18,"2,240,000","1,076.4","2,081",Feb-26,NEWTON ROAD,Resale,Strata,100,"22,400",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SKY@ELEVEN,"5,750,000","2,271.2","2,532",Feb-26,THOMSON LANE,Resale,Strata,211,"27,251",-,Condominium,1,Freehold,11,Core Central Region,36 to 40
LINCOLN SUITES,"2,300,000","1,076.4","2,137",Feb-26,KHIANG GUAN AVENUE,Resale,Strata,100,"23,000",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
D'EVELYN,"2,200,000","1,087.16","2,024",Feb-26,EVELYN ROAD,Resale,Strata,101,"21,782",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
LINCOLN SUITES,"5,850,000","3,745.87","1,562",Feb-26,KHIANG GUAN AVENUE,Resale,Strata,348,"16,810",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
THOMSON 800,"3,380,000","1,625.36","2,080",Feb-26,THOMSON ROAD,Resale,Strata,151,"22,384",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
FYVE DERBYSHIRE,"1,400,000",559.73,"2,501",Feb-26,DERBYSHIRE ROAD,Resale,Strata,52,"26,923",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
LA SUISSE,"3,188,000","2,109.74","1,511",Feb-26,SWISS VIEW,Resale,Strata,196,"16,265",-,Condominium,1,999 yrs lease commencing from 1878,11,Core Central Region,01 to 05
VIVA,"2,880,000","1,044.11","2,758",Feb-26,SUFFOLK WALK,Resale,Strata,97,"29,691",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
ADAM PARK CONDOMINIUM,"2,600,000","1,216.33","2,138",Feb-26,ADAM ROAD,Resale,Strata,113,"23,009",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
26 NEWTON,"1,700,000",775.01,"2,194",Feb-26,NEWTON ROAD,Resale,Strata,72,"23,611",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
WATTEN HOUSE,"4,904,000","1,539.25","3,186",Feb-26,SHELFORD ROAD,New Sale,Strata,143,"34,294",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
35 GILSTEAD,"2,865,000","1,097.93","2,609",Feb-26,GILSTEAD ROAD,Sub Sale,Strata,102,"28,088",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
CHANCERY PARK,"3,400,000","1,679.18","2,025",Feb-26,CHANCERY LANE,Resale,Strata,156,"21,795",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
HILLCREST ARCADIA,"1,980,000","1,420.85","1,394",Feb-26,ARCADIA ROAD,Resale,Strata,132,"15,000",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,06 to 10
TAN TONG MENG TOWER,"3,650,000","3,239.96","1,127",Feb-26,THOMSON ROAD,Resale,Strata,301,"12,126",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE ARCADIA,"4,800,000","4,671.58","1,027",Feb-26,ARCADIA ROAD,Resale,Strata,434,"11,060",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,01 to 05
AMARYLLIS VILLE,"2,030,000","1,033.34","1,964",Feb-26,NEWTON ROAD,Resale,Strata,96,"21,146",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,01 to 05
SUITES @ NEWTON,"1,320,000",602.78,"2,190",Feb-26,SURREY ROAD,Resale,Strata,56,"23,571",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
NEWTON 21,"2,580,000","1,065.64","2,421",Feb-26,NEWTON ROAD,Resale,Strata,99,"26,061",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
WATTEN HOUSE,"7,706,000","2,368.08","3,254",Feb-26,SHELFORD ROAD,New Sale,Strata,220,"35,027",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
10 SHELFORD,"1,070,000",818.06,"1,308",Feb-26,SHELFORD ROAD,Resale,Strata,76,"14,079",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
NEWTON ONE,"2,680,000","1,216.33","2,203",Feb-26,NEWTON ROAD,Resale,Strata,113,"23,717",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
PULLMAN RESIDENCES NEWTON,"3,700,000","1,162.51","3,183",Feb-26,DUNEARN ROAD,Sub Sale,Strata,108,"34,259",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
NEWTON 18,"2,023,888",925.7,"2,186",Feb-26,NEWTON ROAD,Resale,Strata,86,"23,534",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
SANCTUARY@NEWTON,"2,540,000","1,054.87","2,408",Feb-26,SURREY ROAD,New Sale,Strata,98,"25,918",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
ADAM PARK CONDOMINIUM,"1,850,000",893.41,"2,071",Feb-26,ADAM ROAD,Resale,Strata,83,"22,289",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE LINCOLN MODERN,"2,810,000","1,377.79","2,039",Feb-26,LINCOLN ROAD,Resale,Strata,128,"21,953",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
THOMSON 800,"3,200,000","1,625.36","1,969",Feb-26,THOMSON ROAD,Resale,Strata,151,"21,192",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SANCTUARY@NEWTON,"2,500,000","1,054.87","2,370",Jan-26,SURREY ROAD,New Sale,Strata,98,"25,510",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
VIVA,"3,750,000","1,345.5","2,787",Jan-26,SUFFOLK WALK,Resale,Strata,125,"30,000",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
THE SHELFORD,"5,280,000","2,411.14","2,190",Jan-26,SHELFORD ROAD,Resale,Strata,224,"23,571",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SANCTUARY@NEWTON,"2,050,000",807.3,"2,539",Jan-26,SURREY ROAD,New Sale,Strata,75,"27,333",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
THE SHELFORD,"2,680,000","1,076.4","2,490",Jan-26,SHELFORD ROAD,Resale,Strata,100,"26,800",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SANCTUARY@NEWTON,"2,031,250",775.01,"2,621",Jan-26,SURREY ROAD,New Sale,Strata,72,"28,212",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
HILLCREST ARCADIA,"2,450,000","1,883.7","1,301",Jan-26,ARCADIA ROAD,Resale,Strata,175,"14,000",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,06 to 10
GILSTEAD MANSION,"2,800,000","1,614.6","1,734",Jan-26,GILSTEAD ROAD,Resale,Strata,150,"18,667",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
SOLEIL @ SINARAN,"2,040,000",958,"2,129",Jan-26,SINARAN DRIVE,Resale,Strata,89,"22,921",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,26 to 30
SANCTUARY@NEWTON,"2,100,000",807.3,"2,601",Jan-26,SURREY ROAD,New Sale,Strata,75,"28,000",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
368 THOMSON,"1,268,888",688.9,"1,842",Jan-26,THOMSON ROAD,Resale,Strata,64,"19,826",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
THE SHELFORD,"4,730,000","1,851.41","2,555",Jan-26,SHELFORD ROAD,Resale,Strata,172,"27,500",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SHELFORD SUITES,"2,700,000","1,270.15","2,126",Jan-26,SHELFORD ROAD,Resale,Strata,118,"22,881",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
26 NEWTON,"1,750,000",775.01,"2,258",Jan-26,NEWTON ROAD,Resale,Strata,72,"24,306",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
L'VIV,"2,300,000","1,001.05","2,298",Jan-26,NEWTON ROAD,Resale,Strata,93,"24,731",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
NOVENA LODGE,"1,900,000",968.76,"1,961",Jan-26,JALAN MERLIMAU,Resale,Strata,90,"21,111",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SANCTUARY@NEWTON,"2,088,888",807.3,"2,587",Jan-26,SURREY ROAD,New Sale,Strata,75,"27,852",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
MOULMEIN COURT,"2,550,000","1,646.89","1,548",Jan-26,MOULMEIN ROAD,Resale,Strata,153,"16,667",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
WATTEN HOUSE,"4,985,000","1,539.25","3,239",Jan-26,SHELFORD ROAD,New Sale,Strata,143,"34,860",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
SANCTUARY@NEWTON,"2,500,000","1,054.87","2,370",Jan-26,SURREY ROAD,New Sale,Strata,98,"25,510",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
NOVENA HILL,"1,260,000",710.42,"1,774",Jan-26,JALAN NOVENA,Resale,Strata,66,"19,091",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
IKIGAI,"3,800,000","1,915.99","1,983",Jan-26,SHREWSBURY ROAD,Resale,Strata,178,"21,348",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
18 SHELFORD,"3,838,000","1,872.94","2,049",Jan-26,SHELFORD ROAD,Resale,Strata,174,"22,057",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
PAVILION 11,"1,968,000",958,"2,054",Jan-26,AKYAB ROAD,Resale,Strata,89,"22,112",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
WATTEN HOUSE,"5,011,000","1,539.25","3,255",Jan-26,SHELFORD ROAD,New Sale,Strata,143,"35,042",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
